epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,1060.92,1.11693,0.7305,1.0652,0.84094,0.77405,0.86002,0.54805,1.36555,0.80311,1.24503,0.0007988,0.0007988,0.0007988
184,1066.51,1.10509,0.72905,1.0608,0.84909,0.7762,0.86176,0.55117,1.37166,0.79626,1.2625,0.0007922,0.0007922,0.0007922
185,1072.06,1.09511,0.71573,1.05456,0.82749,0.79412,0.86059,0.54896,1.38316,0.79255,1.27154,0.0007856,0.0007856,0.0007856
186,1077.6,1.08659,0.70971,1.05007,0.84698,0.79195,0.8637,0.55101,1.3671,0.78812,1.26154,0.000779,0.000779,0.000779
187,1083.14,1.09194,0.70862,1.05302,0.84596,0.78598,0.8666,0.55722,1.36026,0.79427,1.24188,0.0007724,0.0007724,0.0007724
188,1088.7,1.07891,0.70551,1.05107,0.83734,0.78673,0.86057,0.55364,1.34808,0.78752,1.24481,0.0007658,0.0007658,0.0007658
189,1094.26,1.09501,0.71499,1.05616,0.8457,0.77927,0.86025,0.5542,1.36213,0.80269,1.24847,0.0007592,0.0007592,0.0007592
190,1099.83,1.08216,0.70936,1.04922,0.86665,0.77181,0.86092,0.55029,1.35492,0.7905,1.2485,0.0007526,0.0007526,0.0007526
191,1105.37,1.07503,0.70748,1.05014,0.8498,0.783,0.86453,0.55571,1.37112,0.79914,1.25926,0.000746,0.000746,0.000746
192,1110.94,1.07145,0.70089,1.0436,0.86595,0.77074,0.8654,0.55763,1.36792,0.79116,1.25981,0.0007394,0.0007394,0.0007394
193,1116.53,1.08537,0.7086,1.05021,0.83551,0.7994,0.86168,0.5518,1.36676,0.80082,1.24885,0.0007328,0.0007328,0.0007328
194,1122.06,1.07449,0.70905,1.05045,0.82824,0.79467,0.8554,0.55185,1.35406,0.79385,1.24246,0.0007262,0.0007262,0.0007262
195,1127.65,1.05605,0.69344,1.0358,0.83888,0.78673,0.86046,0.55486,1.3575,0.80536,1.237,0.0007196,0.0007196,0.0007196
196,1133.23,1.06825,0.70058,1.0434,0.83317,0.79567,0.86211,0.55622,1.34357,0.79762,1.22734,0.000713,0.000713,0.000713
197,1138.8,1.06486,0.70279,1.04163,0.81701,0.80242,0.85945,0.55407,1.34871,0.79843,1.23837,0.0007064,0.0007064,0.0007064
198,1144.37,1.06646,0.68992,1.03866,0.85018,0.76957,0.85677,0.55416,1.35291,0.82676,1.23877,0.0006998,0.0006998,0.0006998
199,1149.87,1.05337,0.68482,1.04007,0.85648,0.76543,0.8599,0.55416,1.34436,0.80298,1.2382,0.0006932,0.0006932,0.0006932
200,1155.47,1.07302,0.70042,1.03765,0.86379,0.76212,0.85744,0.55199,1.35509,0.8054,1.24875,0.0006866,0.0006866,0.0006866
201,1161.02,1.05999,0.69135,1.03736,0.83646,0.78896,0.85725,0.55624,1.34664,0.80496,1.23997,0.00068,0.00068,0.00068
202,1166.57,1.0542,0.68895,1.03915,0.85182,0.7759,0.85621,0.55481,1.34344,0.80375,1.24195,0.0006734,0.0006734,0.0006734
203,1172.12,1.06254,0.68146,1.03527,0.83391,0.78623,0.86073,0.555,1.34863,0.78924,1.2501,0.0006668,0.0006668,0.0006668
204,1177.67,1.05381,0.68231,1.03471,0.84096,0.77778,0.85889,0.55511,1.34684,0.80748,1.24981,0.0006602,0.0006602,0.0006602
205,1183.21,1.06828,0.69282,1.04757,0.81529,0.81133,0.85888,0.5576,1.3366,0.78954,1.23691,0.0006536,0.0006536,0.0006536
206,1188.76,1.07736,0.70014,1.04358,0.84309,0.78076,0.86313,0.55641,1.35485,0.78774,1.25418,0.000647,0.000647,0.000647
207,1194.28,1.05825,0.68319,1.03702,0.85512,0.78747,0.86584,0.5578,1.34079,0.77528,1.25111,0.0006404,0.0006404,0.0006404
208,1199.84,1.05919,0.6871,1.03903,0.85252,0.77629,0.86382,0.55741,1.34595,0.78415,1.2516,0.0006338,0.0006338,0.0006338
209,1205.37,1.07116,0.68341,1.03942,0.84806,0.78971,0.86384,0.5574,1.3408,0.78569,1.25149,0.0006272,0.0006272,0.0006272
210,1210.93,1.07559,0.69737,1.04341,0.84191,0.78523,0.86292,0.55569,1.33629,0.78734,1.24775,0.0006206,0.0006206,0.0006206
211,1216.47,1.04755,0.68,1.03656,0.83635,0.79195,0.85713,0.5539,1.33924,0.79703,1.24197,0.000614,0.000614,0.000614
212,1221.98,1.0368,0.67096,1.03078,0.85361,0.78374,0.86198,0.55741,1.32957,0.79212,1.2286,0.0006074,0.0006074,0.0006074
213,1227.54,1.058,0.68494,1.03072,0.82076,0.79567,0.86221,0.55617,1.32948,0.79128,1.22669,0.0006008,0.0006008,0.0006008
214,1233.08,1.0336,0.67247,1.03146,0.84041,0.77778,0.8646,0.56127,1.3417,0.79616,1.23162,0.0005942,0.0005942,0.0005942
215,1238.64,1.03018,0.6639,1.02454,0.84776,0.77654,0.86061,0.55868,1.34037,0.79236,1.24106,0.0005876,0.0005876,0.0005876
216,1244.21,1.03433,0.66891,1.02627,0.82464,0.80303,0.86222,0.55946,1.33897,0.78605,1.24362,0.000581,0.000581,0.000581
217,1249.79,1.03134,0.66958,1.02495,0.8543,0.77391,0.86227,0.56022,1.33507,0.79118,1.23285,0.0005744,0.0005744,0.0005744
218,1255.35,1.04684,0.67557,1.02965,0.82001,0.80164,0.85998,0.5557,1.33656,0.79178,1.23795,0.0005678,0.0005678,0.0005678
219,1260.94,1.02569,0.66556,1.02556,0.84129,0.79791,0.86221,0.55855,1.32993,0.78927,1.23084,0.0005612,0.0005612,0.0005612
220,1266.5,1.02084,0.65834,1.02554,0.84327,0.78822,0.86256,0.55789,1.33115,0.79669,1.23201,0.0005546,0.0005546,0.0005546
221,1272.07,1.03103,0.66474,1.02564,0.85775,0.77792,0.86371,0.56162,1.33149,0.7967,1.22721,0.000548,0.000548,0.000548
222,1277.71,1.01685,0.65276,1.01805,0.85372,0.77629,0.86187,0.56025,1.33284,0.7982,1.22737,0.0005414,0.0005414,0.0005414
223,1283.25,1.02476,0.66396,1.01999,0.82226,0.80462,0.86259,0.56156,1.32765,0.7974,1.22566,0.0005348,0.0005348,0.0005348
224,1288.8,1.01751,0.66042,1.02145,0.86212,0.77399,0.86275,0.56094,1.32009,0.79858,1.2235,0.0005282,0.0005282,0.0005282
225,1294.38,1.01897,0.66298,1.02039,0.86287,0.7733,0.86559,0.56157,1.32811,0.78996,1.23551,0.0005216,0.0005216,0.0005216
226,1299.99,1.01794,0.65558,1.02201,0.83088,0.79865,0.86232,0.56157,1.31795,0.79246,1.2285,0.000515,0.000515,0.000515
227,1305.53,1.02154,0.66333,1.02152,0.84374,0.79418,0.86441,0.5626,1.32299,0.79592,1.22902,0.0005084,0.0005084,0.0005084
228,1311.13,1.028,0.65467,1.02153,0.84384,0.79381,0.86133,0.56249,1.32907,0.79128,1.2336,0.0005018,0.0005018,0.0005018
229,1316.73,1.02235,0.6617,1.02081,0.81873,0.80462,0.86275,0.5604,1.3287,0.80359,1.22848,0.0004952,0.0004952,0.0004952
230,1322.3,1.01805,0.65218,1.01812,0.83969,0.79681,0.86435,0.56239,1.3355,0.80646,1.23494,0.0004886,0.0004886,0.0004886
231,1327.84,1.01611,0.66308,1.01964,0.83469,0.79823,0.86235,0.56178,1.33286,0.79911,1.23505,0.000482,0.000482,0.000482
232,1333.39,1.01789,0.65616,1.019,0.83003,0.79418,0.85994,0.55975,1.33518,0.79294,1.23415,0.0004754,0.0004754,0.0004754
233,1338.9,0.99804,0.63956,1.01023,0.83611,0.78225,0.86344,0.56327,1.3313,0.7871,1.23189,0.0004688,0.0004688,0.0004688
234,1344.44,1.00654,0.6499,1.01158,0.85675,0.76263,0.85984,0.56262,1.31813,0.78693,1.22469,0.0004622,0.0004622,0.0004622
235,1350,1.00833,0.64069,1.01152,0.8576,0.76585,0.86076,0.56559,1.31453,0.79183,1.21649,0.0004556,0.0004556,0.0004556
236,1355.53,1.00824,0.64659,1.01067,0.82548,0.80313,0.86351,0.56582,1.32097,0.79081,1.2256,0.000449,0.000449,0.000449
237,1361.08,1.01936,0.65051,1.01892,0.82476,0.80015,0.86227,0.56408,1.3194,0.78986,1.22526,0.0004424,0.0004424,0.0004424
238,1366.61,1.01681,0.65032,1.0178,0.83515,0.80092,0.85976,0.56452,1.32393,0.79599,1.22415,0.0004358,0.0004358,0.0004358
239,1372.15,0.99454,0.64115,1.00804,0.85649,0.77405,0.86206,0.56412,1.31978,0.798,1.22488,0.0004292,0.0004292,0.0004292
240,1377.7,1.00018,0.64548,1.01337,0.86142,0.76435,0.86104,0.56218,1.32407,0.8037,1.22967,0.0004226,0.0004226,0.0004226
241,1383.24,0.99647,0.64486,1.01174,0.8219,0.79642,0.86027,0.56143,1.32097,0.80747,1.23483,0.000416,0.000416,0.000416
242,1388.78,1.00982,0.6427,1.01477,0.84351,0.78076,0.8595,0.56196,1.31968,0.8023,1.23678,0.0004094,0.0004094,0.0004094
243,1394.31,1.01061,0.65585,1.0175,0.8507,0.78184,0.86191,0.56252,1.31891,0.79082,1.23385,0.0004028,0.0004028,0.0004028
244,1399.86,0.98209,0.63166,1.00606,0.84656,0.78993,0.86356,0.56194,1.31652,0.80166,1.2349,0.0003962,0.0003962,0.0003962
245,1405.4,0.99516,0.64394,1.00741,0.83941,0.78349,0.86066,0.56129,1.3158,0.80325,1.23655,0.0003896,0.0003896,0.0003896
246,1410.98,0.98998,0.63965,1.00951,0.84354,0.78802,0.85895,0.56226,1.31435,0.80188,1.23491,0.000383,0.000383,0.000383
247,1416.57,0.9848,0.6327,1.01072,0.84648,0.78449,0.85874,0.56417,1.30982,0.78844,1.23167,0.0003764,0.0003764,0.0003764
248,1422.15,0.99499,0.62995,1.00879,0.84416,0.78765,0.85841,0.56233,1.3081,0.78683,1.23005,0.0003698,0.0003698,0.0003698
249,1427.68,0.99077,0.62937,1.0088,0.83568,0.79643,0.86136,0.56243,1.30962,0.7886,1.23024,0.0003632,0.0003632,0.0003632
250,1433.23,0.9847,0.63546,1.00826,0.85176,0.78841,0.86295,0.56439,1.3089,0.78745,1.2335,0.0003566,0.0003566,0.0003566
251,1438.77,0.98683,0.63505,1.0041,0.82626,0.80984,0.86434,0.56302,1.30815,0.78778,1.23474,0.00035,0.00035,0.00035
252,1444.37,0.99311,0.63167,1.00793,0.84074,0.79418,0.86411,0.5646,1.31326,0.79289,1.23333,0.0003434,0.0003434,0.0003434
253,1449.93,0.99624,0.63395,1.00729,0.83506,0.80038,0.86272,0.56345,1.312,0.78709,1.23613,0.0003368,0.0003368,0.0003368
254,1455.47,0.97862,0.63105,1.00721,0.84024,0.79493,0.86326,0.56642,1.30618,0.78521,1.23326,0.0003302,0.0003302,0.0003302
255,1461.03,0.97957,0.63121,1.00288,0.83514,0.80164,0.86102,0.56423,1.30904,0.78473,1.22832,0.0003236,0.0003236,0.0003236
256,1466.57,0.97047,0.62353,1.00457,0.8316,0.80015,0.86267,0.56353,1.31158,0.79631,1.22896,0.000317,0.000317,0.000317
257,1472.13,0.97239,0.62572,1.00003,0.8403,0.78971,0.86357,0.56611,1.30912,0.78913,1.23129,0.0003104,0.0003104,0.0003104
258,1477.67,0.97205,0.62664,1.00376,0.84165,0.79269,0.86355,0.56789,1.30794,0.78588,1.229,0.0003038,0.0003038,0.0003038
259,1483.19,0.97646,0.62736,1.00602,0.8153,0.81304,0.86099,0.56705,1.3102,0.78899,1.22947,0.0002972,0.0002972,0.0002972
260,1488.73,0.97952,0.62912,1.00598,0.84959,0.78374,0.85763,0.5673,1.3096,0.79437,1.2338,0.0002906,0.0002906,0.0002906
261,1494.31,0.98108,0.62405,1.00171,0.84518,0.78161,0.85899,0.56494,1.31183,0.79103,1.232,0.000284,0.000284,0.000284
262,1499.9,0.97357,0.62328,0.99696,0.83086,0.80164,0.86143,0.56526,1.3093,0.78504,1.23019,0.0002774,0.0002774,0.0002774
263,1505.46,0.97177,0.61881,1.00177,0.84725,0.78822,0.8607,0.56473,1.31378,0.78612,1.23602,0.0002708,0.0002708,0.0002708
264,1511.02,0.96978,0.62614,1.00082,0.84568,0.78076,0.85886,0.56481,1.31315,0.7906,1.23236,0.0002642,0.0002642,0.0002642
265,1516.58,0.95923,0.60563,0.99689,0.84811,0.77863,0.85891,0.56307,1.31431,0.78975,1.22951,0.0002576,0.0002576,0.0002576
266,1522.14,0.96365,0.61512,0.99647,0.83466,0.79567,0.85749,0.56583,1.3094,0.7854,1.22708,0.000251,0.000251,0.000251
267,1527.73,0.96777,0.61905,0.99908,0.82839,0.79555,0.85951,0.56562,1.30796,0.78931,1.22726,0.0002444,0.0002444,0.0002444
268,1533.29,0.96377,0.61608,0.99772,0.83234,0.79717,0.85985,0.56592,1.30784,0.79455,1.22664,0.0002378,0.0002378,0.0002378
269,1538.86,0.95847,0.61088,0.99466,0.83081,0.80015,0.8616,0.56644,1.3053,0.78953,1.22524,0.0002312,0.0002312,0.0002312
270,1544.46,0.95518,0.60968,0.99406,0.83277,0.79418,0.86103,0.56775,1.3032,0.78916,1.22423,0.0002246,0.0002246,0.0002246
271,1550.01,0.95853,0.60641,0.9942,0.86722,0.76883,0.86103,0.566,1.30327,0.79504,1.22858,0.000218,0.000218,0.000218
272,1555.57,0.95104,0.60755,0.99277,0.86449,0.77545,0.86216,0.56865,1.30127,0.79184,1.22593,0.0002114,0.0002114,0.0002114
273,1561.12,0.95222,0.61175,0.9975,0.85429,0.78523,0.86207,0.56882,1.30165,0.79201,1.22294,0.0002048,0.0002048,0.0002048
274,1566.7,0.95993,0.61058,0.99133,0.82596,0.80164,0.86125,0.56918,1.30295,0.79124,1.22385,0.0001982,0.0001982,0.0001982
275,1572.23,0.94545,0.60662,0.9945,0.84761,0.78393,0.86155,0.56791,1.30603,0.79023,1.22509,0.0001916,0.0001916,0.0001916
276,1577.77,0.96392,0.60954,0.99759,0.84875,0.78374,0.86234,0.56868,1.30756,0.78567,1.22443,0.000185,0.000185,0.000185
277,1583.35,0.94659,0.60018,0.99296,0.84271,0.79195,0.86098,0.56823,1.31202,0.79106,1.22759,0.0001784,0.0001784,0.0001784
278,1588.93,0.95462,0.60889,0.99402,0.83126,0.80085,0.86043,0.56836,1.31208,0.7926,1.2273,0.0001718,0.0001718,0.0001718
279,1594.5,0.93994,0.60368,0.98972,0.83844,0.79045,0.85954,0.56947,1.30954,0.79236,1.22821,0.0001652,0.0001652,0.0001652
280,1600.09,0.94465,0.60422,0.99059,0.85146,0.78226,0.86261,0.56894,1.30676,0.78785,1.2262,0.0001586,0.0001586,0.0001586
281,1605.64,0.95497,0.60582,0.99247,0.85689,0.78001,0.86403,0.57022,1.30565,0.78724,1.22633,0.000152,0.000152,0.000152
282,1611.17,0.94373,0.60474,0.98934,0.86045,0.78523,0.86456,0.56985,1.30579,0.79116,1.22686,0.0001454,0.0001454,0.0001454
283,1616.68,0.93651,0.59881,0.98645,0.8563,0.78653,0.86484,0.56991,1.3039,0.78945,1.22651,0.0001388,0.0001388,0.0001388
284,1622.23,0.9302,0.59651,0.98595,0.83948,0.79642,0.86326,0.56984,1.30228,0.79061,1.22603,0.0001322,0.0001322,0.0001322
285,1627.8,0.93541,0.5938,0.98311,0.83435,0.80462,0.86202,0.56985,1.3036,0.79535,1.22633,0.0001256,0.0001256,0.0001256
286,1633.36,0.9403,0.59918,0.9848,0.83676,0.7994,0.86175,0.56935,1.30567,0.79546,1.22942,0.000119,0.000119,0.000119
287,1638.85,0.93942,0.60266,0.98972,0.84051,0.79777,0.86349,0.57067,1.30531,0.7964,1.23072,0.0001124,0.0001124,0.0001124
288,1644.42,0.93576,0.5982,0.98774,0.83844,0.79418,0.86193,0.57073,1.30353,0.7959,1.22998,0.0001058,0.0001058,0.0001058
289,1649.97,0.92572,0.58714,0.98439,0.8432,0.78896,0.86249,0.57115,1.30074,0.79216,1.22975,9.92e-05,9.92e-05,9.92e-05
290,1655.53,0.93569,0.60393,0.99048,0.83875,0.79131,0.8613,0.57027,1.30037,0.7929,1.22682,9.26e-05,9.26e-05,9.26e-05
291,1661.37,0.89679,0.54592,0.97553,0.82767,0.80164,0.86031,0.56714,1.30476,0.79111,1.23413,8.6e-05,8.6e-05,8.6e-05
292,1666.87,0.87816,0.52919,0.9723,0.84977,0.78449,0.85778,0.56565,1.3066,0.78841,1.23921,7.94e-05,7.94e-05,7.94e-05
293,1672.37,0.8631,0.52211,0.95742,0.85191,0.78598,0.85737,0.56575,1.30617,0.79272,1.24048,7.28e-05,7.28e-05,7.28e-05
294,1677.89,0.86167,0.51764,0.95769,0.85311,0.78392,0.85828,0.56602,1.30711,0.79374,1.24227,6.62e-05,6.62e-05,6.62e-05
295,1683.34,0.86409,0.51342,0.95932,0.8537,0.79045,0.85797,0.5648,1.30642,0.79155,1.24067,5.96e-05,5.96e-05,5.96e-05
296,1688.85,0.85094,0.50815,0.95507,0.85038,0.79493,0.8583,0.56625,1.30665,0.78928,1.23989,5.3e-05,5.3e-05,5.3e-05
297,1694.42,0.84674,0.51175,0.95461,0.84481,0.80015,0.859,0.56676,1.30662,0.79199,1.2398,4.64e-05,4.64e-05,4.64e-05
298,1699.91,0.84593,0.50908,0.95446,0.84685,0.79997,0.86002,0.56762,1.30548,0.79415,1.24046,3.98e-05,3.98e-05,3.98e-05
299,1705.39,0.84981,0.51074,0.95456,0.84881,0.79866,0.86018,0.56672,1.30499,0.79251,1.24081,3.32e-05,3.32e-05,3.32e-05
300,1710.89,0.85104,0.5075,0.96085,0.847,0.79642,0.86017,0.56706,1.3037,0.79173,1.23944,2.66e-05,2.66e-05,2.66e-05
